0004000000030500	ASSJ	スーパーストリートファイターIV 3D EDITION
0004000000056600	AP2J	ぷよぷよ!!
0004000000048100	AMHJ	モンスターハンター3(トライ)G
0004000000071A00	AGJJ	SDガンダム GGENERATION 3D
0004000000054600	SAFE	3D Classics: Kirby's Adventure™
0004000000059900	RBGP	LOCK’N CHASE
0004000000061D00	QAEP	Blaster Master Enemy Below
0004000000058000	RBCJ	トリップワールド
0004000000078000	JSMJ	ARC STYLE: シンプル麻雀3D
0004000000058500	RBDP	BIONIC COMMANDO™
000400000005F600	ARFP	Reel Fishing Paradise 3D
0004000000067600	ARTE	Rhythm Thief & the Emperor's Treasure™
0004000000050400	RA4E	Metroid™ II - Return of Samus™
000400000005EE00	ABRP	Resident Evil™ Revelations
000400000004FE00	RA2E	Adventure Island
0004000000068E00	JCAE	Pushmo™
000400000006D400	AE4J	イナズマイレブンGO シャイン
0004000000064A00	AMAJ	萌え萌え大戦争☆げんだいばーん 3D
0004000000071900	JM2J	@SIMPLE DLシリーズ Vol.2 THE 密室からの脱出 ～学校の旧校舎編～
0004000000059600	RBJJ	セレクション 選ばれし者
0004000000068F00	JCAP	Pullblox™
0004000000067B00	AF4J	F1 2011
0004000000053600	AP5J	ペンギンの問題 ザ・ウォーズ
000400000006D300	AEDJ	イナズマイレブンGO ダーク
0004000000060200	ABRE	Resident Evil® Revelations
0004000000057B00	RBAJ	スーパーマリオランド3 ワリオランド
0004000000054D00	AEZJ	ESSEらくらく家計簿
0004000000064500	ATNJ	タンタンの冒険 ★ユニコーン号の秘密★
0004000000032100	ALPJ	NEWラブプラス
0004000000054800	ACME	Mario and Sonic at the London 2012 Olympic Games™
0004000000074800	PAAJ	F-ZERO FOR GAMEBOY ADVANCE
0004000000072700	JMFP	Mighty Switch Force!
0004000000064700	AC3J	エースコンバット 3D クロスランブル
0004000000065C00	ALVJ	ラビリンスの彼方
0004000000078100	ARTJ	リズム怪盗R 皇帝ナポレオンの遺産
0004000000061300	AABE	Tales of the Abyss 3D
0004000000045B00	SAAJ	3Dクラシックス 光神話 パルテナの鏡
0004000000061C00	QAEE	Blaster Master Enemy Below
0004000000074B00	PABJ	マリオカートアドバンス
0004000000074E00	PACJ	ワリオランドアドバンス ヨーキのお宝
0004000000075200	PADJ	スーパーマリオアドバンス3
0004000000075500	PAEJ	メトロイド フュージョン
0004000000075800	PAFJ	メイド イン ワリオ
0004000000076600	PAHJ	マリオvs.ドンキーコング
0004000000076900	PAJJ	ファイアーエムブレム 聖魔の光石
0004000000076C00	PAKJ	ゼルダの伝説 ふしぎのぼうし
0004000000075B00	PAGJ	星のカービィ 鏡の大迷宮
0004000000076A00	PAJE	Fire Emblem™: The Sacred Stones
0004000000074900	PAAE	F-Zero™ Maximum Velocity
0004000000075C00	PAGE	Kirby™ & The Amazing Mirror
0004000000076D00	PAKE	The Legend of Zelda™: The Minish Cap
0004000000074C00	PABE	Mario Kart™: Super Circuit™
0004000000076700	PAHE	Mario vs Donkey Kong™
0004000000075600	PAEE	Metroid™ Fusion
0004000000075300	PADE	Yoshi's Island™: Super Mario™ Advance 3
0004000000074F00	PACE	Wario Land™ 4
0004000000075900	PAFE	WarioWare™, Inc.: Mega Microgame$
0004000000076B00	PAJP	Fire Emblem™: The Sacred Stones
0004000000074A00	PAAP	F-ZERO™ MAXIMUM VELOCITY
0004000000075D00	PAGP	Kirby™ & The AMAZING MIRROR
0004000000074D00	PABP	Mario Kart™: Super Circuit
0004000000076800	PAHP	Mario vs. Donkey Kong™
0004000000075700	PAEP	Metroid™ Fusion
0004000000076E00	PAKP	The Legend of Zelda™: The Minish Cap
0004000000075000	PACP	Wario Land™ 4
0004000000075400	PADP	Yoshi's Island™: Super Mario™ Advance 3
0004000000075A00	PAFP	WarioWare, Inc™: Minigame Mania
0004000000082200	JJ5Z	Kid Icarus™: Uprising Preview
0004000000082000	JQBE	Dillon's Rolling Western™ Preview
0004000000081F00	JQAE	Sakura Samurai: Art of the Sword™ Preview
0004000000055200	SAAP	3D Classics Kid Icarus™
0004000000040300	ALCJ	心霊カメラ ～憑いてる手帳～
000400000007E600	RBSJ	TETRIS®
0004000000058200	RBCP	Trip World™
0004000000054900	ACMP	Mario & Sonic at the London 2012 Olympic Games™
0004000000065000	ASXP	1920-Spuren eines Mörders
000400000007E800	RBSP	TETRIS®
0004000000051800	JFRP	Nintendo Letter Box
000400000005DB00	JCKJ	鹿狩王
0004000000084600	JP2J	ピクロスe2
0004000000049300	ARNJ	ランナバウト3D ドライブ:インポッシブル
0004000000051A00	AZKJ	ズーキーパー3D
0004000000053B00	ABRJ	バイオハザード リベレーションズ
0004000000068300	JCVJ	とびだすプリクラ☆ キラデコレボリューション
0004000000051600	JFRJ	いつの間に交換日記
000400000007E900	ATKP	TEKKEN 3D PRIME EDITION
0004000000066300	JMFE	Mighty Switch Force! 
000400000007E700	RBSE	TETRIS®
0004000000084100	AF6Z	50 Denk & Logikspiele 3D
0004000000051700	JFRE	Swapnote™
0004000000058400	RBDE	BIONIC COMMANDO™
000400000007FD00	JVVE	VVVVVV
000400000007A500	AUPE	Order Up!!
000400000008A200	JQYJ	NEWラブプラス 高嶺 愛花
000400000008A400	JQ2J	NEWラブプラス 姉ヶ崎 寧々
000400000008A300	JQZJ	NEWラブプラス 小早川 凛子
000400000008A600	JQ5J	Project mirai LOL -lots of laugh-
000400000008A500	JQ4J	Project mirai トリコロール・エア・ライン
000400000008A700	JQ6J	真・三國無双 VS
000400000007A000	AMGJ	METAL GEAR SOLID SNAKE EATER 3D
0004000000078200	ATHJ	THEATRHYTHM FINAL FANTASY
0004000000077F00	JR3J	ラビ×ラビ えぴそーど3
0004000000069900	RBMJ	怒りの要塞2
0004000000084500	JVLJ	ちょ～りっち! たまごっちのプチプチ おみせっちでバイオリンレッスン
000400000007C500	JAMP	Dillon's Rolling Western™
0004000000043F00	AFDJ	フィッシング3D
000400000007FB00	JSSE	Samurai Sword Destiny™
000400000007FC00	JENE	Zen Pinball 3D
0004000000082400	AMGP	Metal Gear Solid: Snake Eater 3D
0004000000080300	ATKE	TEKKEN 3D Prime Edition
0004000000067500	AE2E	Pro Evolution Soccer 2012 3D
0004000000067300	RBEP	Balloon Kid™
000400000006DA00	ARTP	Rhythm Thief & the Emperor's Treasure
0004000000058700	RBFJ	おいらじゃじゃ丸!世界大冒険
000400000005DE00	AKGJ	極限脱出ADV 善人シボウデス
000400000006A900	AWWP	Word Wizard 3D
0004000000081E00	AMGE	METAL GEAR SOLID SNAKE EATER 3D
0004000000064E00	AM3P	The Whitakers present Milton & Friends 3D
0004000000069B00	QAGP	Prince of Persia
000400000007CD00	JLLE	Sakura Samurai: Art of the Sword™
0004000000059A00	RBGE	Lock'N Chase
0004000000066600	JCSJ	ARC STYLE: スパイダーソリティア
0004000000069F00	ATKJ	鉄拳3D プライムエディション
0004000000059500	RBHJ	熱血!ビーチバレーだよ くにおくん
000400000004CB00	ACRJ	ナイトメアパズル クラッシュ3D
0004000000073D00	AW2P	Carnival Wild West 3D
0004000000086600	JMDE	Mutant Mudds™
000400000005F500	AG3P	Gabrielle's Ghostly Groove 3D
000400000006EA00	TACJ	パンチアウト
0004000000030100	AKDE	Kid Icarus™: Uprising
0004000000081200	AA2J	ドラえもん のび太と奇跡の島 ～アニマル アドベンチャー～
0004000000048000	AM9J	初音ミク and Future Stars Project mirai
0004000000069300	RBLJ	Kid Icarus: Of Myths and Monsters
0004000000077E00	JD8J	電波人間のRPG
0004000000030200	AKDP	Kid Icarus™: Uprising
000400000007AC00	JELP	SpeedThru: Potzol's Puzzle™
0004000000052E00	JKKJ	TRUE REMEMBRANCE ～記憶のかけら～
0004000000077500	JLPJ	ラブプラスTOOLS
0004000000075100	AH6E	Heroes of Ruin™
0004000000061200	ANKE	Nicktoons MLB® 3D
0004000000084B00	AHUP	Hunde & Katzen 3D Tierisch verspielt
0004000000069200	RBKP	Kirby's Block Ball™
000400000007DA00	RBNJ	星のカービィ 2
0004000000073700	ABQJ	牧場物語 はじまりの大地
0004000000058800	RBFE	Maru's Mission
0004000000059B00	JAMJ	ザ･ローリング･ウエスタン
0004000000067C00	JBDJ	美人時計
000400000004E800	SAFJ	3Dクラシックス 星のカービィ 夢の泉の物語
0004000000032500	ACMJ	マリオ&ソニック AT ロンドンオリンピック™
000400000007C400	JAME	Dillon's Rolling Western™
0004000000075F00	ABTP	BIT.TRIP SAGA
000400000007E000	RBQJ	クォース
000400000006EC00	TACP	Punch-Out!!™
0004000000085100	GAAJ	ソニック&テイルス2
0004000000085200	GABJ	ドラゴンクリスタル ツラニの迷宮
0004000000085300	GACJ	The GG 忍
0004000000065900	ACJJ	ガールズRPG シンデレライフ
0004000000062100	AP8E	Paws & Claws: Pampered Pets Resort 3D
0004000000062000	ALDE	Let's Ride: Best in Breed 3D
0004000000092E00	JZ8J	KINGDOM HEARTS 3D [Dream Drop Distance]
0004000000092F00	JZ7J	ドラゴンクエストモンスターズ テリーのワンダーランド3D
0004000000086100	AL3P	Landwirtschafts-Simulator 2012 3D
000400000008C700	JF5J	おきらく大富豪3D
0004000000083500	QALJ	レイマン ミスター･ダークの罠
000400000004EE00	AKHJ	KINGDOM HEARTS 3D [Dream Drop Distance]
0004000000056900	AP9J	パックマンパーティ 3D
0004000000052100	JF2P	Fun! Fun! Minigolf TOUCH!
000400000007B000	ALCE	Spirit Camera™: The Cursed Memoir
0004000000054200	SAAE	3D Classics: Kid Icarus™
0004000000030000	AKDJ	新･光神話 パルテナの鏡
0004000000073600	ALFP	One Piece Unlimited Cruise Special
000400000007E300	RBRJ	がんばれゴエモン 黒船党の謎
0004000000059E00	AWMJ	女の子と密室にいたら ○○しちゃうかもしれない。
000400000005E900	AFFJ	BRAVELY DEFAULT -FLYING FAIRY-
000400000006DB00	AHGJ	姫ギャル♥パラダイス メチカワ! アゲ盛り↑センセーション!
0004000000069500	RBLP	Kid Icarus™ Of Myths And Monsters
000400000008E100	AJLZ	Jewel Master - Cradle of Rome 2
0004000000086E00	JF2E	Fun! Fun! Minigolf TOUCH!
000400000006EB00	TACE	Punch-Out!!™ Featuring Mr. Dream
000400000007DD00	RBPJ	ドラキュラ伝説
000400000005DC00	JDXJ	ドーパミックス
000400000008BB00	GABE	Dragon Crystal™
000400000008BC00	GACE	Shinobi™
000400000008BA00	GAAE	Sonic the Hedgehog™: Triple Trouble
000400000008B700	JMMJ	こころが水着に着替えたら。
0004000000086A00	JA3E	ARC STYLE: Soccer 3D
000400000007FF00	JZSE	Zombie Slayer Diox™
0004000000081100	JCRE	Colors! 3D
0004000000083700	QALP	Rayman®
0004000000053A00	AP4J	ポヨポヨ観察日記
000400000008D600	AZNJ	ニコリの数独3D 第二集 ～8つのパズルで1000問～
0004000000082A00	RBTJ	ゲームボーイギャラリー2
000400000007D700	QAJJ	ワリオランド2 盗まれた財宝
000400000008D400	AN3J	NANO ASSAULT
000400000005A000	AEPJ	Earthpedia(アースペディア)
0004000000065D00	AGUJ	ガールズファッション3D☆ めざせ!トップスタイリスト
0004000000082D00	RBUJ	タンブルポップ
0004000000084A00	AJLP	Jewel Master Cradle Of Rome 2
000400000007DC00	RBNP	Kirby's Dream Land™ 2
000400000005DF00	ATEJ	TOEIC®テスト超速トレーニング
0004000000056700	AT5J	ちょ～りっち! たまごっちのプチプチおみせっち
0004000000071700	ABSE	BATTLESHIP®
0004000000057100	ASZE	Shifting World
0004000000072000	AFEJ	ファイアーエムブレム 覚醒
0004000000088800	GABP	Dragon Crystal™
0004000000088600	GACP	Shinobi™
0004000000088700	GAAP	Sonic the Hedgehog™: Triple Trouble
0004000000088E00	JM3J	@SIMPLE DLシリーズ Vol.3 THE 密室からの脱出 ～セレブな豪邸編～
0004000000083800	JELE	Ketzal's Corridors™
0004000000068000	AC7J	CODE OF PRINCESS
0004000000096D00	GAGJ	Gソニック
000400000007C700	AGAE	Mario Tennis™ Open
0004000000097000	JT9P	Bird Mania 3D
000400000007D900	QAJP	Wario Land II
000400000007C800	AGAP	MARIO TENNIS™ OPEN
000400000009AF00	SNAJ	3D体験映像
0004000000052500	JKTJ	おきらくカート3D
0004000000072A00	AS5J	真･三國無双 VS
000400000008D500	AM6J	まめゴマ よいこ まるいこ げんきなこ!
0004000000089900	QANJ	女神転生外伝ラストバイブル
0004000000096C00	GAFJ	ソニックラビリンス
0004000000089100	JAHJ	3次元エアホッケー
000400000008C000	JT9E	Bird Mania 3D
0004000000068100	JBFE	Block Factory
0004000000089B00	RBYJ	カービィのきらきらきっず
0004000000089700	AU3J	パチパラ3D 大海物語2 ～パチプロ風雲録･花 希望と裏切りの学園生活～
0004000000088B00	JBLJ	ブラッディヴァンパイア
000400000008A800	JCRP	Colors! 3D
0004000000060E00	JBFP	Block Factory
0004000000087D00	AMCE	Madagascar 3: The Video Game
0004000000057600	ARME	RAYMAN® ORIGINS
000400000008E000	JH4E	Sudoku by Nikoli
0004000000089A00	QAPJ	ワリオランド3 不思議なオルゴール
00040000000A0300	SNDJ	ルーンファクトリー4
00040000000A0400	SNEJ	ダンボール戦機 爆ブースト
00040000000A0100	SNCJ	世界樹の迷宮Ⅳ 伝承の巨神
0004000000090000	JKFE	Johnny Kung Fu™
0004000000090C00	JDJJ	DQMモンスター引越しアプリ -Joker2からテリーへ-
000400000005A100	JPBJ	ARC STYLE: 三国志Pinball
0004000000078600	AFMJ	ハッピー☆アニマル牧場
0004000000090B00	ASZJ	SHIFTING WORLD 白と黒の迷宮
0004000000096F00	MAAP	The 3D Machine
0004000000061F00	AD2E	Deer Drive Legends
0004000000069100	RBKE	Kirby's Block Ball™
000400000005A400	ALBP	LEGO® Batman 2™: DC Super Heroes
000400000005A500	ARMP	Rayman® Origins
0004000000084900	AP6E	Purr Pals Purrfection
0004000000073200	NCGJ	ポケモンARサーチャー
0004000000051E00	AQ9A	Pokédex™ 3D Pro
0004000000089D00	AREK	슈퍼 마리오 3D랜드
0004000000086700	JCAK	밀고 당기고
0004000000091F00	ANLK	전국민 모델★오디션 슈퍼스타 2
0004000000091E00	ATKK	철권 3D 프라임 에디션
0004000000082C00	QAKP	Game & Watch™ Gallery 2
0004000000096900	GAFP	Sonic Labyrinth™
0004000000096100	JVVP	VVVVVV
000400000009FB00	JHCJ	ニコリのパズル 橋をかけろ
000400000004BF00	AENJ	みんなの縁日
000400000004B700	AHTJ	G1グランプリ
0004000000074600	ATWJ	ドラゴンクエストモンスターズ テリーのワンダーランド3D
0004000000071E00	AH7J	ぼくは航空管制官 エアポートヒーロー3D 羽田 with JAL
000400000009F900	JKYJ	AZITO 3D Kyoto
000400000009FC00	JCQJ	ニコリのパズル 四角に切れ
000400000008E400	RB2J	ダウンタウン熱血行進曲 どこでも大運動会
000400000008F000	JABP	Art of Balance TOUCH!
0004000000064D00	AGAJ	マリオテニス オープン
0004000000051200	AC8E	RollerCoaster Tycoon® 3D
000400000008A000	AB7P	Cocoto Alien Brick Breaker
0004000000079500	ALCP	Spirit Camera: Das verfluchte Tagebuch
0004000000093500	AMCP	Madagascar 3: Europe's Most Wanted
0004000E00030600	AMKJ	更新データ Ver. 1.1 マリオカート7
000400000005A200	ALBE	LEGO® Batman™ 2: DC Super Heroes
0004000000088900	AS8E	The Amazing Spider-Man™ 
0004000000095100	ATHE	THEATRHYTHM™ FINAL FANTASY®
0004000000087200	JK6E	Kakuro by Nikoli
0004000E00030700	AMKP	Mario Kart 7 Update data
000400000004A300	APFP	Petz Fantasy 3D
0004000E00030800	AMKE	Mario Kart™ 7 Update Ver. 1.1
0004000000074000	AH6P	Heroes of Ruin™
0004000000082900	AG9J	GUILD01
00040000000A2700	JS9J	モンスターハンター3(トライ)G データ修正プログラム
0004000000087C00	AB2P	Bella Sara Magische Pferdeabenteuer
0004000000091800	JSJP	Sweet Memories Blackjack
0004000000086900	AQLE	Ice Age™ Continental Drift:  Arctic Games
0004000000082B00	QAKE	Game & Watch™ Gallery 2
000400000008FF00	JABE	Art of Balance TOUCH!
000400000008D000	JC3E	Slitherlink by Nikoli
0004000000087300	JMAE	Mad Dog McCree™
0004000000096B00	GAGP	Sonic Blast™
0004000000093200	JZSP	Zombie Slayer Diox™
0004000000093100	JSSP	Samurai Sword Destiny™
000400000009CC00	AHVJ	HEAVY FIRE THE CHOSEN FEW
0004000000074700	AG7J	ゴン バクバクバクバクアドベンチャー
0004000000066500	JFPJ	ARC STYLE: フリーセル
0004000000089800	QAMJ	コトバトル 天外の守人
0004000000083000	RBVJ	セレクションⅡ 暗黒の封印
0004000000089200	JVPJ	夜の魔人といくさの国 ～さまよえるヴァンピール～
0004000000091600	ATHP	THEATRHYTHM™ FINAL FANTASY®
000400000009D200	JUPE	Order Up!!
0004000000083600	QALE	Rayman®
0004000E0004EE00	AKHJ	更新データ Ver. 1.1 KINGDOM HEARTS 3D [Dream Drop Distance]
0004000000095500	AKHP	KINGDOM HEARTS 3D [Dream Drop Distance]
0004000000030A00	AMKK	마리오 카트 7
000400000009A900	AS8D	The Amazing Spider-Man™ 
0004000000046700	AS8P	The Amazing Spider-Man™ 
000400000009EE00	JN2J	一騎当千!スマッシュヒーローズ
0004000000082F00	RBUP	Tumble Pop
000400000009D100	AJLE	Jewel Master: Cradle of Rome 2
000400000008AA00	JSLP	3D Solitaire
000400000009C800	SNBE	Dinosaur Office
000400000007DF00	RBPP	Castlevania The Adventure
000400000008D300	AKHE	KINGDOM HEARTS 3D [Dream Drop Distance]
000400000007A300	AT2P	Harvest Moon: The Tale of Two Towns
000400000007E500	RBRP	MYSTICAL NINJA starring GOEMON
000400000008AF00	QAPP	Wario Land™ 3
000400000008B100	RBZP	Kirby's Pinball Land
0004000000080700	AHKJ	ハローキティとせかいりょこう! いろんなくにへ おでかけしましょ!
0004000000074500	AJGJ	探偵 神宮寺三郎 復讐の輪舞
000400000008E800	RB6J	ツインビーだ!!
00040000000A9300	SNJE	New Super Mario Bros.™ 2 Trailer
00040000000A9500	SNLE	Luigi’s Mansion™: Dark Moon Trailer
00040000000A9700	SNNE	Paper Mario™: Sticker Star Trailer
00040000000ABD00	SNJJ	[E3 2012] New スーパーマリオブラザーズ 2
00040000000ABF00	SNLJ	[E3 2012] ルイージマンション2(仮称)
00040000000AC100	SNNJ	[E3 2012] ペーパーマリオ(仮称)
0004000000092000	AGVP	Gummy Bears Magical Medallion
0004000000069A00	QAGE	Prince of Persia®
0004000000039A00	ACBJ	カルドセプト®
000400000008BF00	JK3E	Family Tennis 3D
000400000008CE00	JBJE	Akari by Nikoli
000400000007AE00	ABEE	New Super Mario Bros.™ 2
0004000000089C00	RBZJ	カービィのピンボール
0004000E00032100	ALPJ	更新データ Ver. 1.2 NEWラブプラス
0004000000053500	ACMK	마리오와 소닉 런던 올림픽™
00040000000AD000	SNLP	Luigi's Mansion™: Dark Moon E3 2012 Video
00040000000AD100	SNJP	New Super Mario Bros.™ 2 E3 2012 Video
00040000000ACF00	SNNP	Paper Mario™: Sticker Star E3 2012 Video
000400000008AD00	RBYP	Kirby's Star Stacker
0004000000078500	ADNJ	ダンボール戦機 爆ブースト
0004000000080100	ASJJ	世界樹の迷宮Ⅳ 伝承の巨神
000400000009EC00	ATCJ	逃走中 史上最強のハンターたちからにげきれ!
0004000000098200	GAQJ	IN THE WAKE OF VAMPIRE
000400000008E500	RB3J	ボンバーマンGB3
000400000008E600	RB4J	がんばれゴエモン さらわれたエビス丸
0004000000098C00	RB9J	プリプリ PRIMITIVE PRINCESS!
0004000000084400	ARMJ	レイマン オリジン
0004000000090F00	ATDJ	太鼓の達人 ちびドラゴンと不思議なオーブ
00040000000A5400	JMDP	Mutant Mudds™
000400000006D000	AZDP	Azada
0004000000057C00	RBAE	Wario Land™: Super Mario Land™ 3
000400000009D300	AMUP	Mein Reiterhof 3D –  Rivalen im Sattel
